Date,Hour,Pris,Område
2025-06-21,3,76.976,NO1
2025-06-21,4,83.796,NO1
2025-06-21,5,76.12899999999999,NO1
2025-06-21,6,73.056,NO1
2025-06-21,7,71.931,NO1
2025-06-21,8,69.182,NO1
2025-06-21,9,66.75800000000001,NO1
2025-06-21,10,67.257,NO1
2025-06-21,11,64.659,NO1
2025-06-21,12,49.709,NO1
2025-06-21,13,40.384,NO1
2025-06-21,14,40.651,NO1
2025-06-21,15,37.67,NO1
2025-06-21,16,44.502,NO1
2025-06-21,17,49.605,NO1
2025-06-21,18,67.69800000000001,NO1
2025-06-21,19,76.92999999999999,NO1
2025-06-21,20,76.80199999999999,NO1
2025-06-21,21,82.183,NO1
2025-06-21,22,93.202,NO1
2025-06-21,23,100.091,NO1
2025-06-21,24,95.962,NO1
2025-06-22,1,70.643,NO1
2025-06-22,2,70.632,NO1
2025-06-22,3,70.655,NO1
2025-06-22,4,72.28999999999999,NO1
2025-06-22,5,71.826,NO1
2025-06-22,6,69.089,NO1
2025-06-22,7,64.578,NO1
2025-06-22,8,58.55800000000001,NO1
2025-06-22,9,21.387,NO1
2025-06-22,10,1.519,NO1
2025-06-22,11,0.939,NO1
2025-06-22,12,-6.7620000000000005,NO1
2025-06-22,13,-0.6839999999999999,NO1
2025-06-22,14,-1.113,NO1
2025-06-22,15,-1.705,NO1
2025-06-22,16,3.955,NO1
2025-06-22,17,31.036,NO1
2025-06-22,18,57.746,NO1
2025-06-22,19,62.966,NO1
2025-06-22,20,67.929,NO1
2025-06-22,21,72.128,NO1
2025-06-22,22,70.806,NO1
2025-06-22,23,76.5,NO1
2025-06-22,24,75.399,NO1
2025-06-23,1,66.249,NO1
2025-06-23,2,62.633,NO1
2025-06-23,3,59.939,NO1
2025-06-23,4,44.823,NO1
2025-06-23,5,30.29,NO1
2025-06-23,6,22.79,NO1
2025-06-23,7,50.538,NO1
2025-06-23,8,53.792,NO1
2025-06-23,9,55.32000000000001,NO1
2025-06-23,10,31.212,NO1
2025-06-23,11,50.141000000000005,NO1
2025-06-23,12,3.114,NO1
2025-06-23,13,1.108,NO1
2025-06-23,14,0.105,NO1
2025-06-23,15,0.373,NO1
2025-06-23,16,0.537,NO1
2025-06-23,17,0.921,NO1
2025-06-23,18,1.54,NO1
2025-06-23,19,3.499,NO1
2025-06-23,20,49.22,NO1
2025-06-23,21,55.647000000000006,NO1
2025-06-23,22,63.298,NO1
2025-06-23,23,64.814,NO1
2025-06-23,24,65.491,NO1
2025-06-24,1,62.05499999999999,NO1
2025-06-24,2,58.46,NO1
2025-06-24,3,44.779,NO1
2025-06-24,4,41.382,NO1
2025-06-24,5,29.692,NO1
2025-06-24,6,53.4,NO1
2025-06-24,7,55.90599999999999,NO1
2025-06-24,8,56.913,NO1
2025-06-24,9,57.487,NO1
2025-06-24,10,44.65,NO1
2025-06-24,11,35.291000000000004,NO1
2025-06-24,12,26.706,NO1
2025-06-24,13,32.187,NO1
2025-06-24,14,0.398,NO1
2025-06-24,15,12.158,NO1
2025-06-24,16,21.716,NO1
2025-06-24,17,57.956,NO1
2025-06-24,18,45.107,NO1
2025-06-24,19,63.297,NO1
2025-06-24,20,67.268,NO1
2025-06-24,21,70.067,NO1
2025-06-24,22,70.079,NO1
2025-06-24,23,69.997,NO1
2025-06-24,24,69.89099999999999,NO1
2025-06-25,1,66.663,NO1
2025-06-25,2,66.686,NO1
2025-06-25,3,62.221,NO1
2025-06-25,4,60.807,NO1
2025-06-25,5,61.325,NO1
2025-06-25,6,69.738,NO1
2025-06-25,7,69.89099999999999,NO1
2025-06-25,8,67.134,NO1
2025-06-25,9,64.12899999999999,NO1
2025-06-25,10,64.059,NO1
2025-06-25,11,58.733,NO1
2025-06-25,12,56.825,NO1
2025-06-25,13,54.928,NO1
2025-06-25,14,43.617,NO1
2025-06-25,15,60.018,NO1
2025-06-25,16,60.995000000000005,NO1
2025-06-25,17,65.80199999999999,NO1
2025-06-25,18,68.241,NO1
2025-06-25,19,67.287,NO1
2025-06-25,20,69.797,NO1
2025-06-25,21,76.783,NO1
2025-06-25,22,76.819,NO1
2025-06-25,23,74.745,NO1
2025-06-25,24,74.297,NO1
2025-06-26,1,66.292,NO1
2025-06-26,2,63.209,NO1
2025-06-26,3,63.587,NO1
2025-06-26,4,65.24,NO1
2025-06-26,5,65.89,NO1
2025-06-26,6,66.989,NO1
2025-06-26,7,66.44500000000001,NO1
2025-06-26,8,69.88300000000001,NO1
2025-06-26,9,76.202,NO1
2025-06-26,10,77.183,NO1
2025-06-26,11,76.037,NO1
2025-06-26,12,73.308,NO1
2025-06-26,13,68.961,NO1
2025-06-26,14,60.03099999999999,NO1
2025-06-26,15,52.353,NO1
2025-06-26,16,54.491,NO1
2025-06-26,17,64.047,NO1
2025-06-26,18,68.02799999999999,NO1
2025-06-26,19,77.998,NO1
2025-06-26,20,82.947,NO1
2025-06-26,21,98.02,NO1
2025-06-26,22,97.028,NO1
2025-06-26,23,77.277,NO1
2025-06-26,24,71.182,NO1
2025-06-27,1,68.924,NO1
2025-06-27,2,67.049,NO1
2025-06-27,3,62.816,NO1
2025-06-27,4,58.123000000000005,NO1
2025-06-27,5,53.606,NO1
2025-06-27,6,54.243,NO1
2025-06-27,7,59.892,NO1
2025-06-27,8,63.677,NO1
2025-06-27,9,67.203,NO1
2025-06-27,10,66.271,NO1
2025-06-27,11,65.021,NO1
2025-06-27,12,56.307,NO1
2025-06-27,13,55.812,NO1
2025-06-27,14,16.45,NO1
2025-06-27,15,27.664,NO1
2025-06-27,16,36.496,NO1
2025-06-27,17,52.427,NO1
2025-06-27,18,52.38,NO1
2025-06-27,19,32.994,NO1
2025-06-27,20,59.84400000000001,NO1
2025-06-27,21,16.721,NO1
2025-06-27,22,17.228,NO1
2025-06-27,23,25.223,NO1
2025-06-27,24,14.080000000000002,NO1
2025-06-28,1,11.827,NO1
2025-06-28,2,10.967,NO1
2025-06-28,3,10.224,NO1
2025-06-28,4,10.129,NO1
2025-06-28,5,8.478,NO1
2025-06-28,6,8.761,NO1
2025-06-28,7,8.514,NO1
2025-06-28,8,13.761,NO1
2025-06-28,9,13.466,NO1
2025-06-28,10,5.212,NO1
2025-06-28,11,0.354,NO1
2025-06-28,12,0.0829999999999999,NO1
2025-06-28,13,-0.554,NO1
2025-06-28,14,-1.745,NO1
2025-06-28,15,-1.462,NO1
2025-06-28,16,0.047,NO1
2025-06-28,17,2.547,NO1
2025-06-28,18,9.74,NO1
2025-06-28,19,9.728,NO1
2025-06-28,20,9.469,NO1
2025-06-28,21,7.122,NO1
2025-06-28,22,3.868,NO1
2025-06-28,23,2.311,NO1
2025-06-28,24,2.264,NO1
2025-06-29,1,7.970999999999999,NO1
2025-06-29,2,5.436,NO1
2025-06-29,3,5.259,NO1
2025-06-29,4,5.212,NO1
2025-06-29,5,4.811,NO1
2025-06-29,6,4.858,NO1
2025-06-29,7,4.74,NO1
2025-06-29,8,4.21,NO1
2025-06-29,9,3.773,NO1
2025-06-29,10,1.1789999999999998,NO1
2025-06-29,11,2.134,NO1
2025-06-29,12,-0.0349999999999999,NO1
2025-06-29,13,-4.729,NO1
2025-06-29,14,-9.528,NO1
2025-06-29,15,-1.085,NO1
2025-06-29,16,1.285,NO1
2025-06-29,17,7.723999999999999,NO1
2025-06-29,18,0.0829999999999999,NO1
2025-06-29,19,45.694,NO1
2025-06-29,20,9.811,NO1
2025-06-29,21,10.495,NO1
2025-06-29,22,1.946,NO1
2025-06-29,23,0.448,NO1
2025-06-29,24,-1.368,NO1
2025-06-30,1,-0.2009999999999999,NO1
2025-06-30,2,-0.237,NO1
2025-06-30,3,-1.444,NO1
2025-06-30,4,-1.905,NO1
2025-06-30,5,-1.456,NO1
2025-06-30,6,1.408,NO1
2025-06-30,7,58.001,NO1
2025-06-30,8,62.155,NO1
2025-06-30,9,62.391,NO1
2025-06-30,10,59.599,NO1
2025-06-30,11,56.522000000000006,NO1
2025-06-30,12,55.989,NO1
2025-06-30,13,49.823,NO1
2025-06-30,14,33.93,NO1
2025-06-30,15,44.072,NO1
2025-06-30,16,51.598,NO1
2025-06-30,17,58.841,NO1
2025-06-30,18,64.072,NO1
2025-06-30,19,72.34400000000001,NO1
2025-06-30,20,75.729,NO1
2025-06-30,21,77.35,NO1
2025-06-30,22,77.114,NO1
2025-06-30,23,72.735,NO1
2025-06-30,24,65.007,NO1
2025-07-01,1,61.686,NO1
2025-07-01,2,58.014,NO1
2025-07-01,3,60.3,NO1
2025-07-01,4,59.388,NO1
2025-07-01,5,55.16,NO1
2025-07-01,6,60.478,NO1
2025-07-01,7,60.289,NO1
2025-07-01,8,63.321000000000005,NO1
2025-07-01,9,63.356,NO1
2025-07-01,10,60.063,NO1
2025-07-01,11,58.571000000000005,NO1
2025-07-01,12,30.973000000000003,NO1
2025-07-01,13,16.736,NO1
2025-07-01,14,15.327000000000002,NO1
2025-07-01,15,33.483999999999995,NO1
2025-07-01,16,18.868,NO1
2025-07-01,17,58.595000000000006,NO1
2025-07-01,18,59.14,NO1
2025-07-01,19,69.385,NO1
2025-07-01,20,71.671,NO1
2025-07-01,21,69.113,NO1
2025-07-01,22,72.512,NO1
2025-07-01,23,65.998,NO1
2025-07-01,24,61.816,NO1
2025-07-02,1,57.585,NO1
2025-07-02,2,57.632000000000005,NO1
2025-07-02,3,56.23,NO1
2025-07-02,4,54.912,NO1
2025-07-02,5,55.399,NO1
2025-07-02,6,56.646,NO1
2025-07-02,7,58.095000000000006,NO1
2025-07-02,8,62.846,NO1
2025-07-02,9,63.215,NO1
2025-07-02,10,60.447,NO1
2025-07-02,11,58.891,NO1
2025-07-02,12,55.565,NO1
2025-07-02,13,49.436,NO1
2025-07-02,14,47.429,NO1
2025-07-02,15,53.297,NO1
2025-07-02,16,56.124,NO1
2025-07-02,17,58.83200000000001,NO1
2025-07-02,18,60.78,NO1
2025-07-02,19,67.62100000000001,NO1
2025-07-02,20,65.852,NO1
2025-07-02,21,64.711,NO1
2025-07-02,22,67.063,NO1
2025-07-02,23,63.417,NO1
2025-07-02,24,59.734,NO1
2025-07-03,1,58.188,NO1
2025-07-03,2,56.288,NO1
2025-07-03,3,56.133,NO1
2025-07-03,4,54.96900000000001,NO1
2025-07-03,5,46.883,NO1
2025-07-03,6,15.996,NO1
2025-07-03,7,53.176,NO1
2025-07-03,8,54.019000000000005,NO1
2025-07-03,9,53.378,NO1
2025-07-03,10,54.05499999999999,NO1
2025-07-03,11,21.541,NO1
2025-07-03,12,19.843,NO1
2025-07-03,13,26.909,NO1
2025-07-03,14,28.821,NO1
2025-07-03,15,27.704,NO1
2025-07-03,16,21.874,NO1
2025-07-03,17,18.264,NO1
2025-07-03,18,17.491999999999997,NO1
2025-07-03,19,16.827,NO1
2025-07-03,20,14.226,NO1
2025-07-03,21,15.782,NO1
2025-07-03,22,55.991,NO1
2025-07-03,23,23.097,NO1
2025-07-03,24,28.156,NO1
2025-07-04,1,63.346,NO1
2025-07-04,2,62.292,NO1
2025-07-04,3,48.561,NO1
2025-07-04,4,25.921,NO1
2025-07-04,5,29.854000000000003,NO1
2025-07-04,6,62.24400000000001,NO1
2025-07-04,7,65.692,NO1
2025-07-04,8,65.05199999999999,NO1
2025-07-04,9,62.528,NO1
2025-07-04,10,59.093,NO1
2025-07-04,11,57.174,NO1
2025-07-04,12,56.569,NO1
2025-07-04,13,39.119,NO1
2025-07-04,14,15.65,NO1
2025-07-04,15,3.068,NO1
2025-07-04,16,28.421,NO1
2025-07-04,17,44.403,NO1
2025-07-04,18,56.178,NO1
2025-07-04,19,57.233,NO1
2025-07-04,20,61.96,NO1
2025-07-04,21,65.21799999999999,NO1
2025-07-04,22,63.843,NO1
2025-07-04,23,63.535,NO1
2025-07-04,24,32.176,NO1
2025-07-05,1,21.905,NO1
2025-07-05,2,14.809,NO1
2025-07-05,3,14.547999999999998,NO1
2025-07-05,4,14.359,NO1
2025-07-05,5,13.138,NO1
2025-07-05,6,9.786,NO1
2025-07-05,7,7.618,NO1
2025-07-05,8,9.951,NO1
2025-07-05,9,7.273999999999999,NO1
2025-07-05,10,22.379,NO1
2025-07-05,11,16.811,NO1
2025-07-05,12,2.168,NO1
2025-07-05,13,0.675,NO1
2025-07-05,14,0.438,NO1
2025-07-05,15,0.7230000000000001,NO1
2025-07-05,16,4.194,NO1
2025-07-05,17,17.131,NO1
2025-07-05,18,21.301,NO1
2025-07-05,19,47.352,NO1
2025-07-05,20,56.605,NO1
2025-07-05,21,58.83200000000001,NO1
2025-07-05,22,59.981,NO1
2025-07-05,23,58.453,NO1
2025-07-05,24,22.012,NO1
2025-07-06,1,13.103,NO1
2025-07-06,2,11.93,NO1
2025-07-06,3,12.297,NO1
2025-07-06,4,10.982,NO1
2025-07-06,5,11.207,NO1
2025-07-06,6,12.096,NO1
2025-07-06,7,12.025,NO1
2025-07-06,8,13.577000000000002,NO1
2025-07-06,9,18.351,NO1
2025-07-06,10,16.941,NO1
2025-07-06,11,24.559,NO1
2025-07-06,12,24.144,NO1
2025-07-06,13,23.694,NO1
2025-07-06,14,32.058,NO1
2025-07-06,15,17.925,NO1
2025-07-06,16,20.329,NO1
2025-07-06,17,35.02,NO1
2025-07-06,18,62.73,NO1
2025-07-06,19,65.739,NO1
2025-07-06,20,70.17,NO1
2025-07-06,21,73.025,NO1
2025-07-06,22,69.96799999999999,NO1
2025-07-06,23,70.158,NO1
2025-07-06,24,67.101,NO1
2025-07-07,1,62.63099999999999,NO1
2025-07-07,2,61.361,NO1
2025-07-07,3,60.814,NO1
2025-07-07,4,60.09,NO1
2025-07-07,5,60.066,NO1
2025-07-07,6,59.722,NO1
2025-07-07,7,58.748000000000005,NO1
2025-07-07,8,60.743,NO1
2025-07-07,9,65.042,NO1
2025-07-07,10,66.87100000000001,NO1
2025-07-07,11,64.401,NO1
2025-07-07,12,62.477,NO1
2025-07-07,13,60.731,NO1
2025-07-07,14,56.694,NO1
2025-07-07,15,57.252,NO1
2025-07-07,16,55.91,NO1
2025-07-07,17,55.981,NO1
2025-07-07,18,55.898,NO1
2025-07-07,19,57.537,NO1
2025-07-07,20,60.814,NO1
2025-07-07,21,61.859,NO1
2025-07-07,22,61.563,NO1
2025-07-07,23,62.323,NO1
2025-07-07,24,63.047,NO1
2025-07-08,1,63.501,NO1
2025-07-08,2,22.689,NO1
2025-07-08,3,22.5,NO1
2025-07-08,4,14.704,NO1
2025-07-08,5,14.645,NO1
2025-07-08,6,22.831,NO1
2025-07-08,7,63.465,NO1
2025-07-08,8,66.04400000000001,NO1
2025-07-08,9,59.372,NO1
2025-07-08,10,58.745000000000005,NO1
2025-07-08,11,58.047,NO1
2025-07-08,12,57.196000000000005,NO1
2025-07-08,13,56.675,NO1
2025-07-08,14,55.327,NO1
2025-07-08,15,68.363,NO1
2025-07-08,16,71.699,NO1
2025-07-08,17,75.413,NO1
2025-07-08,18,75.08200000000001,NO1
2025-07-08,19,59.514,NO1
2025-07-08,20,62.081,NO1
2025-07-08,21,84.829,NO1
2025-07-08,22,86.414,NO1
2025-07-08,23,84.75800000000001,NO1
2025-07-08,24,79.199,NO1
2025-07-09,1,66.224,NO1
2025-07-09,2,63.243,NO1
2025-07-09,3,63.007000000000005,NO1
2025-07-09,4,63.267,NO1
2025-07-09,5,63.03,NO1
2025-07-09,6,63.42100000000001,NO1
2025-07-09,7,62.001,NO1
2025-07-09,8,65.63300000000001,NO1
2025-07-09,9,67.171,NO1
2025-07-09,10,68.034,NO1
2025-07-09,11,65.66799999999999,NO1
2025-07-09,12,65.21900000000001,NO1
2025-07-09,13,64.592,NO1
2025-07-09,14,59.943,NO1
2025-07-09,15,56.95,NO1
2025-07-09,16,61.551,NO1
2025-07-09,17,64.0,NO1
2025-07-09,18,65.55,NO1
2025-07-09,19,66.142,NO1
2025-07-09,20,67.75,NO1
2025-07-09,21,68.649,NO1
2025-07-09,22,67.975,NO1
2025-07-09,23,67.076,NO1
2025-07-09,24,65.041,NO1
2025-07-10,1,64.149,NO1
2025-07-10,2,64.999,NO1
2025-07-10,3,65.09400000000001,NO1
2025-07-10,4,64.976,NO1
2025-07-10,5,64.999,NO1
2025-07-10,6,64.987,NO1
2025-07-10,7,67.631,NO1
2025-07-10,8,68.363,NO1
2025-07-10,9,69.49600000000001,NO1
2025-07-10,10,65.15299999999999,NO1
2025-07-10,11,65.412,NO1
2025-07-10,12,64.964,NO1
2025-07-10,13,59.534000000000006,NO1
2025-07-10,14,52.335,NO1
2025-07-10,15,59.464,NO1
2025-07-10,16,62.94500000000001,NO1
2025-07-10,17,65.341,NO1
2025-07-10,18,64.421,NO1
2025-07-10,19,63.217,NO1
2025-07-10,20,64.751,NO1
2025-07-10,21,63.016,NO1
2025-07-10,22,64.019,NO1
2025-07-10,23,64.397,NO1
2025-07-10,24,63.783,NO1
2025-07-11,1,62.228,NO1
2025-07-11,2,12.99,NO1
2025-07-11,3,13.877,NO1
2025-07-11,4,2.4370000000000003,NO1
2025-07-11,5,12.398,NO1
2025-07-11,6,1.3130000000000002,NO1
2025-07-11,7,16.184,NO1
2025-07-11,8,37.668,NO1
2025-07-11,9,69.753,NO1
2025-07-11,10,60.253,NO1
2025-07-11,11,64.251,NO1
2025-07-11,12,62.583000000000006,NO1
2025-07-11,13,60.288,NO1
2025-07-11,14,56.88099999999999,NO1
2025-07-11,15,55.852,NO1
2025-07-11,16,57.224,NO1
2025-07-11,17,60.702,NO1
2025-07-11,18,60.3,NO1
2025-07-11,19,60.217,NO1
2025-07-11,20,7.441,NO1
2025-07-11,21,6.199,NO1
2025-07-11,22,-1.964,NO1
2025-07-11,23,-2.697,NO1
2025-07-11,24,-1.893,NO1
2025-07-12,1,9.618,NO1
2025-07-12,2,9.027,NO1
2025-07-12,3,8.601,NO1
2025-07-12,4,8.199,NO1
2025-07-12,5,8.199,NO1
2025-07-12,6,8.66,NO1
2025-07-12,7,9.133,NO1
2025-07-12,8,10.162,NO1
2025-07-12,9,10.304,NO1
2025-07-12,10,10.02,NO1
2025-07-12,11,10.281,NO1
2025-07-12,12,14.41,NO1
2025-07-12,13,6.377000000000001,NO1
2025-07-12,14,12.032,NO1
2025-07-12,15,17.829,NO1
2025-07-12,16,9.311,NO1
2025-07-12,17,12.528,NO1
2025-07-12,18,15.498,NO1
2025-07-12,19,61.022000000000006,NO1
2025-07-12,20,62.773,NO1
2025-07-12,21,66.203,NO1
2025-07-12,22,17.225,NO1
2025-07-12,23,0.627,NO1
2025-07-12,24,2.804,NO1
2025-07-13,1,82.80199999999999,NO1
2025-07-13,2,59.306,NO1
2025-07-13,3,49.369,NO1
2025-07-13,4,38.84,NO1
2025-07-13,5,48.529,NO1
2025-07-13,6,51.616,NO1
2025-07-13,7,64.618,NO1
2025-07-13,8,67.41,NO1
2025-07-13,9,66.452,NO1
2025-07-13,10,64.772,NO1
2025-07-13,11,60.466,NO1
2025-07-13,12,58.277,NO1
2025-07-13,13,2.662,NO1
2025-07-13,14,1.242,NO1
2025-07-13,15,44.873000000000005,NO1
2025-07-13,16,61.32899999999999,NO1
2025-07-13,17,63.116,NO1
2025-07-13,18,69.019,NO1
2025-07-13,19,72.237,NO1
2025-07-13,20,76.863,NO1
2025-07-13,21,82.71900000000001,NO1
2025-07-13,22,85.15599999999999,NO1
2025-07-13,23,85.132,NO1
2025-07-13,24,82.257,NO1
2025-07-14,1,81.476,NO1
2025-07-14,2,64.126,NO1
2025-07-14,3,64.64500000000001,NO1
2025-07-14,4,63.748000000000005,NO1
2025-07-14,5,61.73,NO1
2025-07-14,6,80.638,NO1
2025-07-14,7,84.45,NO1
2025-07-14,8,87.873,NO1
2025-07-14,9,86.799,NO1
2025-07-14,10,75.173,NO1
2025-07-14,11,80.95700000000001,NO1
2025-07-14,12,77.569,NO1
2025-07-14,13,77.853,NO1
2025-07-14,14,69.815,NO1
2025-07-14,15,66.876,NO1
2025-07-14,16,68.115,NO1
2025-07-14,17,69.709,NO1
2025-07-14,18,76.967,NO1
2025-07-14,19,74.03999999999999,NO1
2025-07-14,20,75.46799999999999,NO1
2025-07-14,21,83.483,NO1
2025-07-14,22,86.115,NO1
2025-07-14,23,85.713,NO1
2025-07-14,24,84.214,NO1
2025-07-15,1,63.797,NO1
2025-07-15,2,34.617000000000004,NO1
2025-07-15,3,33.905,NO1
2025-07-15,4,30.094,NO1
2025-07-15,5,16.181,NO1
2025-07-15,6,57.126,NO1
2025-07-15,7,69.436,NO1
2025-07-15,8,71.027,NO1
2025-07-15,9,69.365,NO1
2025-07-15,10,65.388,NO1
2025-07-15,11,63.228,NO1
2025-07-15,12,59.737,NO1
2025-07-15,13,56.354,NO1
2025-07-15,14,55.11900000000001,NO1
2025-07-15,15,50.537,NO1
2025-07-15,16,53.576,NO1
2025-07-15,17,60.545,NO1
2025-07-15,18,60.628,NO1
2025-07-15,19,61.720000000000006,NO1
2025-07-15,20,66.587,NO1
2025-07-15,21,69.53099999999999,NO1
2025-07-15,22,69.29400000000001,NO1
2025-07-15,23,70.149,NO1
2025-07-15,24,67.66799999999999,NO1
2025-07-16,1,61.331,NO1
2025-07-16,2,57.138,NO1
2025-07-16,3,55.836,NO1
2025-07-16,4,46.984,NO1
2025-07-16,5,19.269,NO1
2025-07-16,6,36.937,NO1
2025-07-16,7,57.58,NO1
2025-07-16,8,63.385000000000005,NO1
2025-07-16,9,64.58,NO1
2025-07-16,10,63.589,NO1
2025-07-16,11,62.657,NO1
2025-07-16,12,62.0,NO1
2025-07-16,13,58.774,NO1
2025-07-16,14,55.13099999999999,NO1
2025-07-16,15,53.04,NO1
2025-07-16,16,53.79299999999999,NO1
2025-07-16,17,58.703,NO1
2025-07-16,18,61.88,NO1
2025-07-16,19,63.792,NO1
2025-07-16,20,64.7,NO1
2025-07-16,21,63.159000000000006,NO1
2025-07-16,22,63.314,NO1
2025-07-16,23,57.807,NO1
2025-07-16,24,5.316,NO1
2025-07-17,1,4.105,NO1
2025-07-17,2,3.782,NO1
2025-07-17,3,1.185,NO1
2025-07-17,4,1.795,NO1
2025-07-17,5,1.58,NO1
2025-07-17,6,2.537,NO1
2025-07-17,7,5.673,NO1
2025-07-17,8,54.464,NO1
2025-07-17,9,61.214,NO1
2025-07-17,10,59.96900000000001,NO1
2025-07-17,11,56.54600000000001,NO1
2025-07-17,12,53.291,NO1
2025-07-17,13,50.228,NO1
2025-07-17,14,45.907,NO1
2025-07-17,15,44.543,NO1
2025-07-17,16,48.696,NO1
2025-07-17,17,52.035,NO1
2025-07-17,18,54.955,NO1
2025-07-17,19,59.94500000000001,NO1
2025-07-17,20,61.333000000000006,NO1
2025-07-17,21,61.908,NO1
2025-07-17,22,62.111,NO1
2025-07-17,23,60.232000000000006,NO1
2025-07-17,24,58.82000000000001,NO1
2025-07-18,1,58.446000000000005,NO1
2025-07-18,2,57.026,NO1
2025-07-18,3,56.032,NO1
2025-07-18,4,54.825,NO1
2025-07-18,5,53.618,NO1
2025-07-18,6,54.955,NO1
2025-07-18,7,57.665,NO1
2025-07-18,8,56.588,NO1
2025-07-18,9,60.611,NO1
2025-07-18,10,60.04299999999999,NO1
2025-07-18,11,58.138,NO1
2025-07-18,12,57.59400000000001,NO1
2025-07-18,13,56.091,NO1
2025-07-18,14,51.286,NO1
2025-07-18,15,49.866,NO1
2025-07-18,16,51.677,NO1
2025-07-18,17,55.972,NO1
2025-07-18,18,57.854,NO1
2025-07-18,19,63.676,NO1
2025-07-18,20,70.078,NO1
2025-07-18,21,67.747,NO1
2025-07-18,22,64.303,NO1
2025-07-18,23,61.286,NO1
2025-07-18,24,58.552,NO1
2025-07-19,1,57.286,NO1
2025-07-19,2,36.589,NO1
2025-07-19,3,30.424,NO1
2025-07-19,4,24.626,NO1
2025-07-19,5,28.661,NO1
2025-07-19,6,37.003,NO1
2025-07-19,7,47.097,NO1
2025-07-19,8,48.375,NO1
2025-07-19,9,46.304,NO1
2025-07-19,10,44.825,NO1
2025-07-19,11,37.299,NO1
2025-07-19,12,7.562,NO1
2025-07-19,13,3.373,NO1
2025-07-19,14,2.911,NO1
2025-07-19,15,4.473,NO1
2025-07-19,16,28.377,NO1
2025-07-19,17,39.985,NO1
2025-07-19,18,49.843,NO1
2025-07-19,19,55.712,NO1
2025-07-19,20,59.511,NO1
2025-07-19,21,65.191,NO1
2025-07-19,22,71.889,NO1
2025-07-19,23,67.676,NO1
2025-07-19,24,59.357000000000006,NO1
2025-07-20,1,58.836,NO1
2025-07-20,2,56.872,NO1
2025-07-20,3,57.014,NO1
2025-07-20,4,56.505,NO1
2025-07-20,5,54.955,NO1
2025-07-20,6,50.269,NO1
2025-07-20,7,49.926,NO1
2025-07-20,8,47.701,NO1
2025-07-20,9,47.121,NO1
2025-07-20,10,42.222,NO1
2025-07-20,11,20.993,NO1
2025-07-20,12,21.833,NO1
2025-07-20,13,3.029,NO1
2025-07-20,14,4.106,NO1
2025-07-20,15,12.319,NO1
2025-07-20,16,26.365,NO1
2025-07-20,17,46.506,NO1
2025-07-20,18,51.996,NO1
2025-07-20,19,56.41,NO1
2025-07-20,20,57.984,NO1
2025-07-20,21,62.528,NO1
2025-07-20,22,60.375,NO1
2025-07-20,23,58.386,NO1
2025-07-20,24,58.327,NO1
2025-07-21,1,56.197,NO1
2025-07-21,2,52.127,NO1
2025-07-21,3,52.377,NO1
2025-07-21,4,26.212,NO1
2025-07-21,5,51.012,NO1
2025-07-21,6,50.573,NO1
2025-07-21,7,53.1,NO1
2025-07-21,8,58.072,NO1
2025-07-21,9,51.783,NO1
2025-07-21,10,43.702,NO1
2025-07-21,11,26.39,NO1
2025-07-21,12,28.277,NO1
2025-07-21,13,27.719,NO1
2025-07-21,14,32.394,NO1
2025-07-21,15,29.167,NO1
2025-07-21,16,28.573,NO1
2025-07-21,17,51.653,NO1
2025-07-21,18,53.16,NO1
2025-07-21,19,54.714,NO1
2025-07-21,20,61.323,NO1
2025-07-21,21,54.595000000000006,NO1
2025-07-21,22,26.046,NO1
2025-07-21,23,20.184,NO1
2025-07-21,24,13.669999999999998,NO1
2025-07-22,1,16.875999999999998,NO1
2025-07-22,2,12.277,NO1
2025-07-22,3,11.671,NO1
2025-07-22,4,11.195,NO1
2025-07-22,5,12.8,NO1
2025-07-22,6,14.535,NO1
2025-07-22,7,19.015,NO1
2025-07-22,8,22.046,NO1
2025-07-22,9,31.565,NO1
2025-07-22,10,31.007,NO1
2025-07-22,11,27.501,NO1
2025-07-22,12,24.946,NO1
2025-07-22,13,28.856,NO1
2025-07-22,14,11.92,NO1
2025-07-22,15,11.183,NO1
2025-07-22,16,15.486,NO1
2025-07-22,17,32.575,NO1
2025-07-22,18,47.764,NO1
2025-07-22,19,50.901,NO1
2025-07-22,20,52.03,NO1
2025-07-22,21,51.496,NO1
2025-07-22,22,41.501,NO1
2025-07-22,23,36.058,NO1
2025-07-22,24,22.01,NO1
2025-07-23,1,12.09,NO1
2025-07-23,2,12.895,NO1
2025-07-23,3,10.693,NO1
2025-07-23,4,10.29,NO1
2025-07-23,5,10.634,NO1
2025-07-23,6,14.458000000000002,NO1
2025-07-23,7,44.927,NO1
2025-07-23,8,18.65,NO1
2025-07-23,9,50.232,NO1
2025-07-23,10,49.782,NO1
2025-07-23,11,48.811,NO1
2025-07-23,12,45.471,NO1
2025-07-23,13,44.642,NO1
2025-07-23,14,39.598,NO1
2025-07-23,15,38.544,NO1
2025-07-23,16,43.458,NO1
2025-07-23,17,47.698,NO1
2025-07-23,18,55.146,NO1
2025-07-23,19,57.064,NO1
2025-07-23,20,60.7,NO1
2025-07-23,21,63.518,NO1
2025-07-23,22,64.56,NO1
2025-07-23,23,63.624,NO1
2025-07-23,24,62.499,NO1
2025-07-24,1,65.91499999999999,NO1
2025-07-24,2,46.983,NO1
